id,trial,trialord,blink,age,female_baby,female_parent,lullaby_side,lullaby_order,lullaby_character,condition,lultrial
8031,8,5,2,4.0082135,0,0,right,second,red,15,0
8031,9,6,1,4.0082135,0,0,right,second,red,15,1
8031,10,10,1,4.0082135,0,0,right,second,red,15,
8031,11,7,0,4.0082135,0,0,right,second,red,15,1
8031,12,8,2,4.0082135,0,0,right,second,red,15,0
8031,13,13,1,4.0082135,0,0,right,second,red,15,
8032,1,1,0,5.1581111,1,0,left,first,blue,10,
8032,2,1,0,5.1581111,1,0,left,first,blue,10,1
8032,3,2,1,5.1581111,1,0,left,first,blue,10,0
8032,4,4,2,5.1581111,1,0,left,first,blue,10,
8032,5,3,3,5.1581111,1,0,left,first,blue,10,0
8032,6,4,2,5.1581111,1,0,left,first,blue,10,1
8032,7,7,1,5.1581111,1,0,left,first,blue,10,
8032,8,5,1,5.1581111,1,0,left,first,blue,10,1
8032,9,6,1,5.1581111,1,0,left,first,blue,10,0
8032,10,10,1,5.1581111,1,0,left,first,blue,10,
8032,11,7,3,5.1581111,1,0,left,first,blue,10,0
8032,12,8,2,5.1581111,1,0,left,first,blue,10,1
8032,13,13,2,5.1581111,1,0,left,first,blue,10,
8033,1,1,0,4.895277,0,1,left,first,red,2,
8033,2,1,0,4.895277,0,1,left,first,red,2,1
8033,3,2,1,4.895277,0,1,left,first,red,2,0
8033,4,4,0,4.895277,0,1,left,first,red,2,
8033,5,3,0,4.895277,0,1,left,first,red,2,0
8033,6,4,0,4.895277,0,1,left,first,red,2,1
8033,7,7,2,4.895277,0,1,left,first,red,2,
8033,8,5,1,4.895277,0,1,left,first,red,2,1
8033,9,6,0,4.895277,0,1,left,first,red,2,0
8033,10,10,3,4.895277,0,1,left,first,red,2,
8033,11,7,1,4.895277,0,1,left,first,red,2,0
8033,12,8,1,4.895277,0,1,left,first,red,2,1
8033,13,13,1,4.895277,0,1,left,first,red,2,
8034,1,1,2,3.3511293,0,1,right,first,blue,6,
8034,2,1,1,3.3511293,0,1,right,first,blue,6,1
8034,3,2,3,3.3511293,0,1,right,first,blue,6,0
8034,4,4,5,3.3511293,0,1,right,first,blue,6,
8034,5,3,1,3.3511293,0,1,right,first,blue,6,0
8034,6,4,1,3.3511293,0,1,right,first,blue,6,1
8034,7,7,2,3.3511293,0,1,right,first,blue,6,
8034,8,5,0,3.3511293,0,1,right,first,blue,6,1
8034,9,6,1,3.3511293,0,1,right,first,blue,6,0
8034,10,10,1,3.3511293,0,1,right,first,blue,6,
8034,11,7,1,3.3511293,0,1,right,first,blue,6,0
8034,12,8,1,3.3511293,0,1,right,first,blue,6,1
8034,13,13,3,3.3511293,0,1,right,first,blue,6,
8035,1,1,1,6.7679672,0,1,left,first,blue,9,
8035,2,1,0,6.7679672,0,1,left,first,blue,9,1
8035,3,2,1,6.7679672,0,1,left,first,blue,9,0
8035,4,4,1,6.7679672,0,1,left,first,blue,9,
8035,5,3,1,6.7679672,0,1,left,first,blue,9,0
8035,6,4,1,6.7679672,0,1,left,first,blue,9,1
8035,7,7,0,6.7679672,0,1,left,first,blue,9,
8035,8,5,0,6.7679672,0,1,left,first,blue,9,1
8035,9,6,0,6.7679672,0,1,left,first,blue,9,0
8035,10,10,2,6.7679672,0,1,left,first,blue,9,
8035,11,7,1,6.7679672,0,1,left,first,blue,9,0
8035,12,8,2,6.7679672,0,1,left,first,blue,9,1
8035,13,13,1,6.7679672,0,1,left,first,blue,9,
8037,1,1,0,5.1581111,1,1,right,first,blue,6,
8037,2,1,0,5.1581111,1,1,right,first,blue,6,1
8037,3,2,0,5.1581111,1,1,right,first,blue,6,0
8037,4,4,0,5.1581111,1,1,right,first,blue,6,
8037,5,3,0,5.1581111,1,1,right,first,blue,6,0
8037,6,4,0,5.1581111,1,1,right,first,blue,6,1
8037,7,7,2,5.1581111,1,1,right,first,blue,6,
8037,8,5,1,5.1581111,1,1,right,first,blue,6,1
8037,9,6,1,5.1581111,1,1,right,first,blue,6,0
8037,10,10,0,5.1581111,1,1,right,first,blue,6,
8037,11,7,1,5.1581111,1,1,right,first,blue,6,0
8037,12,8,0,5.1581111,1,1,right,first,blue,6,1
8037,13,13,2,5.1581111,1,1,right,first,blue,6,
8040,1,1,3,10.61191,1,1,left,first,blue,10,
8040,2,1,1,10.61191,1,1,left,first,blue,10,1
8040,3,2,0,10.61191,1,1,left,first,blue,10,0
8040,4,4,1,10.61191,1,1,left,first,blue,10,
8040,5,3,1,10.61191,1,1,left,first,blue,10,0
8040,6,4,0,10.61191,1,1,left,first,blue,10,1
8040,7,7,1,10.61191,1,1,left,first,blue,10,
8040,8,5,1,10.61191,1,1,left,first,blue,10,1
8040,9,6,0,10.61191,1,1,left,first,blue,10,0
8040,10,10,3,10.61191,1,1,left,first,blue,10,
8040,11,7,1,10.61191,1,1,left,first,blue,10,0
8040,12,8,3,10.61191,1,1,left,first,blue,10,1
8040,13,13,3,10.61191,1,1,left,first,blue,10,
8041,1,1,1,9.6262836,1,1,right,second,red,16,
8041,2,1,0,9.6262836,1,1,right,second,red,16,0
8041,3,2,0,9.6262836,1,1,right,second,red,16,1
8041,4,4,3,9.6262836,1,1,right,second,red,16,
8041,5,3,1,9.6262836,1,1,right,second,red,16,1
8041,6,4,1,9.6262836,1,1,right,second,red,16,0
8041,7,7,3,9.6262836,1,1,right,second,red,16,
8041,8,5,0,9.6262836,1,1,right,second,red,16,0
8041,9,6,1,9.6262836,1,1,right,second,red,16,1
8041,10,10,3,9.6262836,1,1,right,second,red,16,
8041,11,7,3,9.6262836,1,1,right,second,red,16,1
8041,12,8,0,9.6262836,1,1,right,second,red,16,0
8041,13,13,4,9.6262836,1,1,right,second,red,16,
8042,1,1,1,2.4312115,1,1,left,first,blue,10,
8042,2,1,1,2.4312115,1,1,left,first,blue,10,1
8042,3,2,1,2.4312115,1,1,left,first,blue,10,0
8042,4,4,1,2.4312115,1,1,left,first,blue,10,
8042,5,3,2,2.4312115,1,1,left,first,blue,10,0
8042,6,4,1,2.4312115,1,1,left,first,blue,10,1
8042,7,7,1,2.4312115,1,1,left,first,blue,10,
8042,8,5,4,2.4312115,1,1,left,first,blue,10,1
8042,9,6,0,2.4312115,1,1,left,first,blue,10,0
8042,10,10,4,2.4312115,1,1,left,first,blue,10,
8042,11,7,3,2.4312115,1,1,left,first,blue,10,0
8042,12,8,4,2.4312115,1,1,left,first,blue,10,1
8042,13,13,3,2.4312115,1,1,left,first,blue,10,
8043,1,1,0,12.024641,1,1,right,first,red,14,
8043,2,1,0,12.024641,1,1,right,first,red,14,1
8043,3,2,1,12.024641,1,1,right,first,red,14,0
8043,4,4,0,12.024641,1,1,right,first,red,14,
8043,5,3,0,12.024641,1,1,right,first,red,14,0
8043,6,4,2,12.024641,1,1,right,first,red,14,1
8043,7,7,0,12.024641,1,1,right,first,red,14,
8043,8,5,0,12.024641,1,1,right,first,red,14,1
8043,9,6,0,12.024641,1,1,right,first,red,14,0
8043,10,10,1,12.024641,1,1,right,first,red,14,
8043,11,7,1,12.024641,1,1,right,first,red,14,0
8043,12,8,0,12.024641,1,1,right,first,red,14,1
8043,13,13,1,12.024641,1,1,right,first,red,14,
8044,1,1,5,13.338809,0,1,right,second,blue,8,
8044,2,1,0,13.338809,0,1,right,second,blue,8,0
8044,3,2,4,13.338809,0,1,right,second,blue,8,1
8044,4,4,6,13.338809,0,1,right,second,blue,8,
8044,5,3,1,13.338809,0,1,right,second,blue,8,1
8044,6,4,0,13.338809,0,1,right,second,blue,8,0
8044,7,7,1,13.338809,0,1,right,second,blue,8,
8044,8,5,0,13.338809,0,1,right,second,blue,8,0
8044,9,6,0,13.338809,0,1,right,second,blue,8,1
8044,10,10,0,13.338809,0,1,right,second,blue,8,
8044,11,7,0,13.338809,0,1,right,second,blue,8,1
8044,12,8,0,13.338809,0,1,right,second,blue,8,0
8044,13,13,0,13.338809,0,1,right,second,blue,8,
8045,1,1,1,5.9137578,0,1,right,first,red,14,
8045,2,1,1,5.9137578,0,1,right,first,red,14,1
8045,3,2,1,5.9137578,0,1,right,first,red,14,0
8045,4,4,3,5.9137578,0,1,right,first,red,14,
8045,5,3,0,5.9137578,0,1,right,first,red,14,0
8045,6,4,1,5.9137578,0,1,right,first,red,14,1
8045,7,7,1,5.9137578,0,1,right,first,red,14,
8045,8,5,0,5.9137578,0,1,right,first,red,14,1
8045,9,6,1,5.9137578,0,1,right,first,red,14,0
8045,10,10,2,5.9137578,0,1,right,first,red,14,
8045,11,7,0,5.9137578,0,1,right,first,red,14,0
8045,12,8,2,5.9137578,0,1,right,first,red,14,1
8045,13,13,3,5.9137578,0,1,right,first,red,14,
8046,1,1,1,2.4312115,0,1,right,second,red,15,
8046,2,1,0,2.4312115,0,1,right,second,red,15,0
8046,3,2,3,2.4312115,0,1,right,second,red,15,1
8046,4,4,2,2.4312115,0,1,right,second,red,15,
8046,5,3,0,2.4312115,0,1,right,second,red,15,1
8046,6,4,3,2.4312115,0,1,right,second,red,15,0
8046,7,7,1,2.4312115,0,1,right,second,red,15,
8046,8,5,2,2.4312115,0,1,right,second,red,15,0
8046,9,6,2,2.4312115,0,1,right,second,red,15,1
8046,10,10,2,2.4312115,0,1,right,second,red,15,
8046,11,7,3,2.4312115,0,1,right,second,red,15,1
8046,12,8,3,2.4312115,0,1,right,second,red,15,0
8046,13,13,2,2.4312115,0,1,right,second,red,15,
8047,1,1,2,6.5379877,1,1,left,second,red,3,
8047,2,1,2,6.5379877,1,1,left,second,red,3,0
8047,3,2,1,6.5379877,1,1,left,second,red,3,1
8047,4,4,0,6.5379877,1,1,left,second,red,3,
8047,5,3,1,6.5379877,1,1,left,second,red,3,1
8047,6,4,5,6.5379877,1,1,left,second,red,3,0
8047,7,7,2,6.5379877,1,1,left,second,red,3,
8047,8,5,3,6.5379877,1,1,left,second,red,3,0
8047,9,6,3,6.5379877,1,1,left,second,red,3,1
8047,10,10,5,6.5379877,1,1,left,second,red,3,
8047,11,7,5,6.5379877,1,1,left,second,red,3,1
8047,12,8,7,6.5379877,1,1,left,second,red,3,0
8047,13,13,3,6.5379877,1,1,left,second,red,3,
8048,1,1,2,12.451745,0,0,right,first,red,13,
8048,2,1,1,12.451745,0,0,right,first,red,13,1
8048,3,2,3,12.451745,0,0,right,first,red,13,0
8048,4,4,1,12.451745,0,0,right,first,red,13,
8048,5,3,1,12.451745,0,0,right,first,red,13,0
8048,6,4,2,12.451745,0,0,right,first,red,13,1
8048,7,7,0,12.451745,0,0,right,first,red,13,
8048,8,5,0,12.451745,0,0,right,first,red,13,1
8048,9,6,0,12.451745,0,0,right,first,red,13,0
8048,10,10,0,12.451745,0,0,right,first,red,13,
8048,11,7,0,12.451745,0,0,right,first,red,13,0
8048,12,8,0,12.451745,0,0,right,first,red,13,1
8048,13,13,0,12.451745,0,0,right,first,red,13,
8050,1,1,0,4.1396303,0,1,right,first,red,13,
8050,2,1,0,4.1396303,0,1,right,first,red,13,1
8050,3,2,0,4.1396303,0,1,right,first,red,13,0
8050,4,4,0,4.1396303,0,1,right,first,red,13,
8050,5,3,0,4.1396303,0,1,right,first,red,13,0
8050,6,4,1,4.1396303,0,1,right,first,red,13,1
8050,7,7,0,4.1396303,0,1,right,first,red,13,
8050,8,5,0,4.1396303,0,1,right,first,red,13,1
8050,9,6,0,4.1396303,0,1,right,first,red,13,0
8050,10,10,0,4.1396303,0,1,right,first,red,13,
8050,11,7,0,4.1396303,0,1,right,first,red,13,0
8050,12,8,2,4.1396303,0,1,right,first,red,13,1
8050,13,13,1,4.1396303,0,1,right,first,red,13,
8051,1,1,1,5.0266938,1,1,right,second,blue,7,
8051,2,1,0,5.0266938,1,1,right,second,blue,7,0
8051,3,2,0,5.0266938,1,1,right,second,blue,7,1
8051,4,4,1,5.0266938,1,1,right,second,blue,7,
8051,5,3,1,5.0266938,1,1,right,second,blue,7,1
8051,6,4,1,5.0266938,1,1,right,second,blue,7,0
8051,7,7,2,5.0266938,1,1,right,second,blue,7,
8051,8,5,1,5.0266938,1,1,right,second,blue,7,0
8051,9,6,2,5.0266938,1,1,right,second,blue,7,1
8051,10,10,4,5.0266938,1,1,right,second,blue,7,
8051,11,7,1,5.0266938,1,1,right,second,blue,7,1
8051,12,8,0,5.0266938,1,1,right,second,blue,7,0
8051,13,13,2,5.0266938,1,1,right,second,blue,7,
8052,1,1,0,5.0266938,1,1,left,second,blue,12,
8052,2,1,0,5.0266938,1,1,left,second,blue,12,0
8052,3,2,0,5.0266938,1,1,left,second,blue,12,1
8052,4,4,0,5.0266938,1,1,left,second,blue,12,
8052,5,3,0,5.0266938,1,1,left,second,blue,12,1
8052,6,4,0,5.0266938,1,1,left,second,blue,12,0
8052,7,7,1,5.0266938,1,1,left,second,blue,12,
8052,8,5,0,5.0266938,1,1,left,second,blue,12,0
8052,9,6,1,5.0266938,1,1,left,second,blue,12,1
8052,10,10,2,5.0266938,1,1,left,second,blue,12,
8052,11,7,1,5.0266938,1,1,left,second,blue,12,1
8052,12,8,1,5.0266938,1,1,left,second,blue,12,0
8052,13,13,3,5.0266938,1,1,left,second,blue,12,
8053,1,1,0,8.2792606,0,1,left,first,blue,9,
8053,2,1,4,8.2792606,0,1,left,first,blue,9,1
8053,3,2,0,8.2792606,0,1,left,first,blue,9,0
8053,4,4,0,8.2792606,0,1,left,first,blue,9,
8053,5,3,1,8.2792606,0,1,left,first,blue,9,0
8053,6,4,1,8.2792606,0,1,left,first,blue,9,1
8053,7,7,0,8.2792606,0,1,left,first,blue,9,
8053,8,5,0,8.2792606,0,1,left,first,blue,9,1
8053,9,6,2,8.2792606,0,1,left,first,blue,9,0
8053,10,10,1,8.2792606,0,1,left,first,blue,9,
8053,11,7,0,8.2792606,0,1,left,first,blue,9,0
8053,12,8,0,8.2792606,0,1,left,first,blue,9,1
8053,13,13,4,8.2792606,0,1,left,first,blue,9,
8054,1,1,1,5.5852156,1,1,right,second,blue,7,
8054,2,1,3,5.5852156,1,1,right,second,blue,7,0
8054,3,2,3,5.5852156,1,1,right,second,blue,7,1
8054,4,4,3,5.5852156,1,1,right,second,blue,7,
8054,5,3,2,5.5852156,1,1,right,second,blue,7,1
8054,6,4,3,5.5852156,1,1,right,second,blue,7,0
8054,7,7,1,5.5852156,1,1,right,second,blue,7,
8054,8,5,4,5.5852156,1,1,right,second,blue,7,0
8054,9,6,2,5.5852156,1,1,right,second,blue,7,1
8054,10,10,2,5.5852156,1,1,right,second,blue,7,
8054,11,7,4,5.5852156,1,1,right,second,blue,7,1
8054,12,8,2,5.5852156,1,1,right,second,blue,7,0
8054,13,13,3,5.5852156,1,1,right,second,blue,7,
8055,1,1,1,4.5995893,1,1,left,second,red,3,
8055,2,1,1,4.5995893,1,1,left,second,red,3,0
8055,3,2,2,4.5995893,1,1,left,second,red,3,1
8055,4,4,3,4.5995893,1,1,left,second,red,3,
8055,5,3,1,4.5995893,1,1,left,second,red,3,1
8055,6,4,1,4.5995893,1,1,left,second,red,3,0
8055,7,7,2,4.5995893,1,1,left,second,red,3,
8055,8,5,3,4.5995893,1,1,left,second,red,3,0
8055,9,6,2,4.5995893,1,1,left,second,red,3,1
8055,10,10,0,4.5995893,1,1,left,second,red,3,
8055,11,7,0,4.5995893,1,1,left,second,red,3,1
8055,12,8,0,4.5995893,1,1,left,second,red,3,0
8055,13,13,0,4.5995893,1,1,left,second,red,3,
8057,1,1,1,9.8234091,0,1,left,first,blue,10,
8057,2,1,0,9.8234091,0,1,left,first,blue,10,1
8057,3,2,1,9.8234091,0,1,left,first,blue,10,0
8057,4,4,3,9.8234091,0,1,left,first,blue,10,
8057,5,3,1,9.8234091,0,1,left,first,blue,10,0
8057,6,4,0,9.8234091,0,1,left,first,blue,10,1
8057,7,7,3,9.8234091,0,1,left,first,blue,10,
8057,8,5,0,9.8234091,0,1,left,first,blue,10,1
8057,9,6,3,9.8234091,0,1,left,first,blue,10,0
8057,10,10,2,9.8234091,0,1,left,first,blue,10,
8057,11,7,0,9.8234091,0,1,left,first,blue,10,0
8057,12,8,2,9.8234091,0,1,left,first,blue,10,1
8057,13,13,4,9.8234091,0,1,left,first,blue,10,
8058,1,1,2,6.5051336,0,0,left,first,blue,10,
8058,2,1,3,6.5051336,0,0,left,first,blue,10,1
8058,3,2,4,6.5051336,0,0,left,first,blue,10,0
8058,4,4,5,6.5051336,0,0,left,first,blue,10,
8058,5,3,1,6.5051336,0,0,left,first,blue,10,0
8058,6,4,3,6.5051336,0,0,left,first,blue,10,1
8058,7,7,3,6.5051336,0,0,left,first,blue,10,
8058,8,5,1,6.5051336,0,0,left,first,blue,10,1
8058,9,6,2,6.5051336,0,0,left,first,blue,10,0
8058,10,10,2,6.5051336,0,0,left,first,blue,10,
8058,11,7,4,6.5051336,0,0,left,first,blue,10,0
8058,12,8,2,6.5051336,0,0,left,first,blue,10,1
8058,13,13,4,6.5051336,0,0,left,first,blue,10,
8059,1,1,0,2.1355236,1,1,left,second,red,4,
8059,2,1,0,2.1355236,1,1,left,second,red,4,0
8059,3,2,0,2.1355236,1,1,left,second,red,4,1
8059,4,4,0,2.1355236,1,1,left,second,red,4,
8059,5,3,1,2.1355236,1,1,left,second,red,4,1
8059,6,4,0,2.1355236,1,1,left,second,red,4,0
8059,7,7,0,2.1355236,1,1,left,second,red,4,
8059,8,5,0,2.1355236,1,1,left,second,red,4,0
8059,9,6,0,2.1355236,1,1,left,second,red,4,1
8059,10,10,0,2.1355236,1,1,left,second,red,4,
8059,11,7,2,2.1355236,1,1,left,second,red,4,1
8059,12,8,0,2.1355236,1,1,left,second,red,4,0
8059,13,13,0,2.1355236,1,1,left,second,red,4,
8060,1,1,1,10.316222,0,1,left,first,red,2,
8060,2,1,0,10.316222,0,1,left,first,red,2,1
8060,3,2,0,10.316222,0,1,left,first,red,2,0
8060,4,4,1,10.316222,0,1,left,first,red,2,
8060,5,3,0,10.316222,0,1,left,first,red,2,0
8060,6,4,0,10.316222,0,1,left,first,red,2,1
8060,7,7,1,10.316222,0,1,left,first,red,2,
8060,8,5,0,10.316222,0,1,left,first,red,2,1
8060,9,6,2,10.316222,0,1,left,first,red,2,0
8060,10,10,1,10.316222,0,1,left,first,red,2,
8060,11,7,1,10.316222,0,1,left,first,red,2,0
8060,12,8,0,10.316222,0,1,left,first,red,2,1
8060,13,13,0,10.316222,0,1,left,first,red,2,
8061,1,1,3,8.5092402,1,0,right,second,blue,8,
8061,2,1,1,8.5092402,1,0,right,second,blue,8,0
8061,3,2,2,8.5092402,1,0,right,second,blue,8,1
8061,4,4,1,8.5092402,1,0,right,second,blue,8,
8061,5,3,1,8.5092402,1,0,right,second,blue,8,1
8061,6,4,1,8.5092402,1,0,right,second,blue,8,0
8061,7,7,0,8.5092402,1,0,right,second,blue,8,
8061,8,5,10,8.5092402,1,0,right,second,blue,8,0
8061,9,6,2,8.5092402,1,0,right,second,blue,8,1
8061,10,10,4,8.5092402,1,0,right,second,blue,8,
8061,11,7,4,8.5092402,1,0,right,second,blue,8,1
8061,12,8,3,8.5092402,1,0,right,second,blue,8,0
8061,13,13,1,8.5092402,1,0,right,second,blue,8,
8062,1,1,1,8.7720737,0,1,right,second,red,15,
8062,2,1,0,8.7720737,0,1,right,second,red,15,0
8062,3,2,1,8.7720737,0,1,right,second,red,15,1
8062,4,4,4,8.7720737,0,1,right,second,red,15,
8062,5,3,0,8.7720737,0,1,right,second,red,15,1
8062,6,4,1,8.7720737,0,1,right,second,red,15,0
8062,7,7,2,8.7720737,0,1,right,second,red,15,
8062,8,5,1,8.7720737,0,1,right,second,red,15,0
8062,9,6,1,8.7720737,0,1,right,second,red,15,1
8062,10,10,0,8.7720737,0,1,right,second,red,15,
8062,11,7,1,8.7720737,0,1,right,second,red,15,1
8062,12,8,0,8.7720737,0,1,right,second,red,15,0
8062,13,13,0,8.7720737,0,1,right,second,red,15,
8063,1,1,0,4.5010266,0,1,left,second,blue,12,
8063,2,1,0,4.5010266,0,1,left,second,blue,12,0
8063,3,2,0,4.5010266,0,1,left,second,blue,12,1
8063,4,4,0,4.5010266,0,1,left,second,blue,12,
8063,5,3,0,4.5010266,0,1,left,second,blue,12,1
8063,6,4,1,4.5010266,0,1,left,second,blue,12,0
8063,7,7,1,4.5010266,0,1,left,second,blue,12,
8063,8,5,0,4.5010266,0,1,left,second,blue,12,0
8063,9,6,0,4.5010266,0,1,left,second,blue,12,1
8063,10,10,1,4.5010266,0,1,left,second,blue,12,
8063,11,7,1,4.5010266,0,1,left,second,blue,12,1
8063,12,8,2,4.5010266,0,1,left,second,blue,12,0
8063,13,13,2,4.5010266,0,1,left,second,blue,12,
8065,1,1,2,5.0266938,1,1,right,first,red,13,
8065,2,1,0,5.0266938,1,1,right,first,red,13,1
8065,3,2,1,5.0266938,1,1,right,first,red,13,0
8065,4,4,3,5.0266938,1,1,right,first,red,13,
8065,5,3,1,5.0266938,1,1,right,first,red,13,0
8065,6,4,2,5.0266938,1,1,right,first,red,13,1
8065,7,7,2,5.0266938,1,1,right,first,red,13,
8065,8,5,1,5.0266938,1,1,right,first,red,13,1
8065,9,6,5,5.0266938,1,1,right,first,red,13,0
8065,10,10,3,5.0266938,1,1,right,first,red,13,
8065,11,7,4,5.0266938,1,1,right,first,red,13,0
8065,12,8,2,5.0266938,1,1,right,first,red,13,1
8065,13,13,3,5.0266938,1,1,right,first,red,13,
